-----------------------------------------------------
Circuit delay: 864.797 ps

Gate slacks: 
BUFF-4829: 414.454 ps
BUFF-4832: 382.201 ps
BUFF-4835: 367.229 ps
BUFF-4838: 362.248 ps
BUFF-484: 919.479 ps
BUFF-4841: 367.175 ps
NOR-4844: 603.852 ps
BUFF-4847: 386.509 ps
BUFF-4850: 292.679 ps
BUFF-4853: 216.538 ps
BUFF-4856: 372.116 ps
BUFF-4859: 250.929 ps
BUFF-486: 919.479 ps
BUFF-4862: 138.729 ps
BUFF-4865: 151.958 ps
BUFF-4868: 252.811 ps
NOR-4871: 345.427 ps
BUFF-4874: 451.565 ps
BUFF-4877: 456.746 ps
BUFF-4880: 462.069 ps
BUFF-4883: 449.881 ps
BUFF-4886: 454.838 ps
BUFF-4889: 465.565 ps
BUFF-489: 919.479 ps
BUFF-4892: 460.02 ps
BUFF-4895: 470.747 ps
BUFF-4898: 465.348 ps
BUFF-4901: 476.075 ps
BUFF-4904: 467.337 ps
BUFF-4907: 470.678 ps
BUFF-4910: 481.462 ps
BUFF-4913: 410.21 ps
BUFF-4916: 390.396 ps
BUFF-4919: 390.396 ps
BUFF-492: 919.479 ps
BUFF-4922: 408.976 ps
BUFF-4925: 410.21 ps
BUFF-4928: 395.342 ps
BUFF-4931: 390.396 ps
BUFF-4934: 395.342 ps
BUFF-4937: 407.042 ps
AND-494: 844.691 ps
NOR-4940: 603.854 ps
BUFF-4943: 448.508 ps
BUFF-4946: 451.668 ps
BUFF-4949: 451.668 ps
BUFF-4952: 441.9 ps
BUFF-4955: 441.9 ps
BUFF-4958: 515.063 ps
BUFF-4961: 508.877 ps
BUFF-4964: 515.069 ps
BUFF-4967: 515.069 ps
BUFF-4970: 461.266 ps
BUFF-4973: 451.668 ps
BUFF-4976: 451.668 ps
BUFF-4979: 441.9 ps
BUFF-4982: 441.9 ps
BUFF-4985: 515.063 ps
BUFF-4988: 508.877 ps
BUFF-4991: 515.069 ps
BUFF-4994: 515.069 ps
NAND-4997: 621.205 ps
INP-5: 885.386 ps
INP-50: 423.459 ps
BUFF-5000: 399.067 ps
BUFF-5003: 292.679 ps
BUFF-5006: 216.538 ps
BUFF-5009: 393.844 ps
BUFF-501: 919.479 ps
BUFF-5012: 250.929 ps
BUFF-5015: 138.593 ps
BUFF-5018: 151.822 ps
BUFF-5021: 252.811 ps
BUFF-5024: 177.29 ps
NOR-5027: 345.427 ps
NOR-5030: 264.007 ps
BUFF-5033: 468.782 ps
BUFF-5036: 468.777 ps
BUFF-5039: 468.777 ps
BUFF-5042: 470.587 ps
NOT-5045: 554.459 ps
NOT-5046: 554.459 ps
NOT-5047: 554.459 ps
NOT-5048: 554.459 ps
BUFF-5049: 459.009 ps
BUFF-505: 919.479 ps
BUFF-5052: 532.179 ps
BUFF-5055: 532.179 ps
BUFF-5058: 532.179 ps
BUFF-5061: 532.179 ps
NOT-5064: 550.487 ps
NOT-5065: 550.487 ps
NOT-5066: 550.487 ps
NOT-5067: 550.487 ps
BUFF-5068: 469.437 ps
BUFF-507: 919.479 ps
BUFF-5071: 480.163 ps
BUFF-5074: 474.618 ps
BUFF-5077: 485.345 ps
BUFF-5080: 479.94 ps
BUFF-5083: 490.667 ps
BUFF-5086: 437.256 ps
BUFF-5089: 447.983 ps
BUFF-509: 919.479 ps
BUFF-5092: 442.213 ps
BUFF-5095: 447.395 ps
BUFF-5098: 452.722 ps
BUFF-5101: 485.208 ps
BUFF-5104: 496.05 ps
BUFF-5107: 475.297 ps
BUFF-511: 919.479 ps
NOT-5110: 550.625 ps
NOT-5111: 550.624 ps
NOT-5112: 550.625 ps
NOT-5113: 550.625 ps
BUFF-5114: 458.05 ps
BUFF-5117: 458.05 ps
BUFF-5120: 448.282 ps
BUFF-5123: 448.282 ps
BUFF-5126: 521.452 ps
BUFF-5129: 521.337 ps
BUFF-513: 919.479 ps
BUFF-5132: 521.452 ps
BUFF-5135: 521.452 ps
BUFF-5138: 457.998 ps
BUFF-5141: 458.05 ps
BUFF-5144: 458.05 ps
BUFF-5147: 448.282 ps
BUFF-515: 919.479 ps
BUFF-5150: 448.282 ps
BUFF-5153: 521.452 ps
BUFF-5156: 521.337 ps
BUFF-5159: 521.452 ps
BUFF-5162: 521.452 ps
NAND-5165: 689.802 ps
NAND-5166: 664.826 ps
NAND-5167: 474.648 ps
NAND-5168: 268.293 ps
NAND-5169: 155.966 ps
BUFF-517: 919.479 ps
NAND-5170: 169.186 ps
NAND-5171: 194.692 ps
NAND-5172: 547.49 ps
NAND-5173: 518.576 ps
NAND-5174: 513.639 ps
NAND-5175: 518.576 ps
NAND-5176: 530.313 ps
NAND-5177: 671.901 ps
NAND-5178: 685.5 ps
NAND-5179: 477.276 ps
NAND-5180: 480.63 ps
NAND-5181: 480.63 ps
NAND-5182: 482.445 ps
NAND-5183: 470.862 ps
NAND-5184: 486.851 ps
NAND-5185: 487.088 ps
NAND-5186: 487.088 ps
NAND-5187: 488.899 ps
NAND-5188: 477.32 ps
NAND-5189: 477.682 ps
BUFF-519: 919.479 ps
NAND-5190: 480.841 ps
NAND-5191: 480.841 ps
NAND-5192: 470.86 ps
NAND-5193: 471.073 ps
NAND-5196: 416.441 ps
NAND-5197: 310.053 ps
NAND-5198: 233.902 ps
NAND-5199: 411.218 ps
NAND-5200: 268.506 ps
NAND-5201: 156.17 ps
NAND-5202: 169.399 ps
NAND-5203: 270.332 ps
NAND-5204: 194.857 ps
NAND-5205: 427.584 ps
NAND-5206: 407.769 ps
NAND-5207: 407.76 ps
NAND-5208: 426.497 ps
NAND-5209: 427.584 ps
NAND-5210: 412.919 ps
NAND-5211: 407.973 ps
NAND-5212: 412.919 ps
NAND-5213: 424.609 ps
AND-528: 844.691 ps
NAND-5283: 475.294 ps
NAND-5284: 475.158 ps
NAND-5285: 480.476 ps
NAND-5286: 480.34 ps
NAND-5287: 485.803 ps
NAND-5288: 485.667 ps
NAND-5289: 474.024 ps
NAND-5290: 473.887 ps
NAND-5291: 478.962 ps
NAND-5292: 478.962 ps
NAND-5293: 484.141 ps
NAND-5294: 484.141 ps
NAND-5295: 489.474 ps
NAND-5296: 489.474 ps
NAND-5297: 491.19 ps
NAND-5298: 491.055 ps
NAND-5299: 494.867 ps
INP-53: 631.568 ps
NAND-5300: 494.867 ps
NAND-5314: 568.561 ps
NAND-5315: 580.139 ps
NAND-5316: 573.517 ps
NAND-5317: 573.381 ps
NAND-5318: 578.699 ps
NAND-5319: 578.563 ps
NAND-5320: 584.027 ps
NAND-5321: 583.891 ps
NAND-5322: 589.414 ps
NAND-5323: 589.278 ps
NOT-5324: 717.171 ps
BUFF-535: 919.479 ps
NAND-5363: 487.232 ps
NAND-5364: 487.228 ps
NAND-5365: 487.228 ps
NAND-5366: 477.46 ps
NAND-5367: 477.46 ps
BUFF-537: 919.479 ps
BUFF-539: 919.479 ps
INP-54: 631.568 ps
BUFF-541: 919.479 ps
NAND-5425: 494.274 ps
NAND-5426: 491.058 ps
NAND-5427: 491.058 ps
NAND-5429: 487.229 ps
BUFF-543: 919.479 ps
NAND-5430: 487.224 ps
NAND-5431: 487.224 ps
NAND-5432: 477.319 ps
NAND-5433: 477.455 ps
BUFF-545: 919.479 ps
NAND-5451: 487.228 ps
NAND-5452: 487.224 ps
NAND-5453: 487.224 ps
NAND-5454: 477.456 ps
NAND-5455: 477.456 ps
NAND-5456: 483.3 ps
NAND-5457: 483.3 ps
NOT-5469: 519.211 ps
BUFF-547: 919.479 ps
NAND-5474: 544.022 ps
NAND-5475: 538.014 ps
NAND-5476: 544.029 ps
NAND-5477: 544.029 ps
BUFF-549: 919.479 ps
INP-55: 605.399 ps
BUFF-551: 919.479 ps
BUFF-553: 919.479 ps
BUFF-556: 919.479 ps
NAND-5571: 554.459 ps
NAND-5572: 554.459 ps
NAND-5573: 554.459 ps
NAND-5574: 554.459 ps
NAND-5584: 550.487 ps
NAND-5585: 550.487 ps
NAND-5586: 550.487 ps
NAND-5587: 550.487 ps
BUFF-559: 919.479 ps
INP-56: 600.217 ps
NAND-5602: 550.625 ps
NAND-5603: 550.624 ps
NAND-5604: 550.625 ps
NAND-5605: 550.625 ps
BUFF-561: 919.479 ps
BUFF-563: 919.479 ps
NAND-5631: 715.943 ps
NAND-5632: 474.648 ps
NAND-5640: 268.293 ps
BUFF-565: 919.479 ps
NAND-5654: 155.966 ps
BUFF-567: 919.479 ps
NAND-5670: 169.186 ps
NAND-5683: 194.692 ps
BUFF-569: 919.479 ps
NAND-5690: 547.49 ps
NAND-5697: 518.576 ps
INP-57: 916.272 ps
NAND-5707: 513.639 ps
BUFF-571: 919.479 ps
NAND-5718: 518.576 ps
NAND-5728: 530.313 ps
BUFF-573: 919.479 ps
NOT-5735: 671.901 ps
NAND-5736: 477.276 ps
NAND-5740: 480.63 ps
NAND-5744: 470.862 ps
NAND-5747: 486.851 ps
AND-575: 844.691 ps
NAND-5751: 487.088 ps
NAND-5755: 477.32 ps
NAND-5758: 477.682 ps
NAND-5762: 480.841 ps
NAND-5766: 470.86 ps
NOT-5769: 622.944 ps
NOT-5770: 622.944 ps
NAND-5771: 416.441 ps
NAND-5778: 310.053 ps
AND-578: 844.691 ps
NAND-5789: 233.902 ps
NAND-5799: 411.218 ps
INP-58: 614.076 ps
NAND-5807: 268.506 ps
NOT-582: 929.426 ps
NAND-5821: 156.17 ps
NAND-5837: 169.399 ps
NOT-585: 916.272 ps
NAND-5850: 270.332 ps
NAND-5856: 194.857 ps
NAND-5863: 427.584 ps
NAND-5870: 407.769 ps
NAND-5881: 407.76 ps
NAND-5892: 426.497 ps
NAND-5898: 427.584 ps
INP-59: 607.41 ps
BUFF-590: 875.475 ps
NAND-5905: 412.919 ps
NAND-5915: 407.973 ps
NAND-5926: 412.919 ps
NOT-593: 910.141 ps
NAND-5936: 424.609 ps
NOT-5943: 619.964 ps
NAND-5944: 415.682 ps
NOT-5945: 404.086 ps
NAND-5946: 395.841 ps
NOT-5947: 384.244 ps
NAND-5948: 395.841 ps
NOT-5949: 384.244 ps
NAND-5950: 414.454 ps
NOT-5951: 402.838 ps
NAND-5952: 382.201 ps
NOT-5953: 370.604 ps
NAND-5954: 367.229 ps
NOT-5955: 355.633 ps
NAND-5956: 362.248 ps
NOT-5957: 350.652 ps
NAND-5958: 367.175 ps
NOT-5959: 355.579 ps
NOT-596: 885.386 ps
AND-5960: 385.936 ps
NOT-5966: 603.852 ps
NAND-5967: 386.509 ps
NOT-5968: 374.913 ps
NAND-5969: 292.679 ps
NOT-5970: 281.082 ps
NAND-5971: 216.538 ps
NOT-5972: 204.941 ps
NAND-5973: 372.116 ps
NOT-5974: 360.52 ps
NAND-5975: 250.929 ps
NOT-5976: 239.333 ps
NAND-5977: 138.729 ps
NOT-5978: 127.133 ps
NAND-5979: 151.958 ps
NOT-5980: 140.362 ps
AND-5981: 149.361 ps
NAND-5989: 252.811 ps
NOT-599: 544.205 ps
NOT-5990: 241.195 ps
NAND-5991: 475.158 ps
NAND-5996: 480.34 ps
INP-60: 592.849 ps
NAND-6000: 485.667 ps
NAND-6003: 473.887 ps
NAND-6009: 478.962 ps
NAND-6014: 484.141 ps
NAND-6018: 489.474 ps
NAND-6021: 491.055 ps
NAND-6022: 494.867 ps
NOT-6023: 451.565 ps
NAND-6024: 463.143 ps
NOT-6025: 456.746 ps
NAND-6026: 468.324 ps
NOT-6027: 462.069 ps
NAND-6028: 473.647 ps
NOT-6029: 449.881 ps
NAND-6030: 461.459 ps
NOT-6031: 454.838 ps
NOT-6032: 465.565 ps
NOT-6033: 460.02 ps
NOT-6034: 470.747 ps
NOT-6035: 465.348 ps
NOT-6036: 476.075 ps
NOT-6037: 467.337 ps
NAND-6038: 478.915 ps
NOT-6039: 470.678 ps
NOT-604: 443.041 ps
NOT-6040: 481.462 ps
NAND-6041: 568.561 ps
NAND-6047: 573.381 ps
NAND-6052: 578.563 ps
NAND-6056: 583.891 ps
NAND-6059: 589.278 ps
NAND-6060: 410.21 ps
NOT-6061: 398.614 ps
NAND-6062: 390.396 ps
NOT-6063: 378.799 ps
NAND-6064: 390.396 ps
NOT-6065: 378.799 ps
NAND-6066: 408.976 ps
NOT-6067: 397.359 ps
NAND-6068: 410.21 ps
NOT-6069: 398.614 ps
NAND-6070: 395.342 ps
NOT-6071: 383.746 ps
NAND-6072: 390.396 ps
NOT-6073: 378.799 ps
NAND-6074: 395.342 ps
NOT-6075: 383.746 ps
NAND-6076: 407.042 ps
NOT-6077: 395.436 ps
NOT-6078: 603.854 ps
NAND-6079: 487.232 ps
NAND-6083: 487.228 ps
NAND-6087: 477.46 ps
NOT-609: 549.428 ps
NOT-6090: 448.508 ps
NAND-6091: 460.082 ps
NOT-6092: 451.668 ps
NOT-6093: 451.668 ps
NOT-6094: 441.9 ps
NOT-6095: 441.9 ps
NOT-6096: 461.266 ps
NAND-6097: 472.839 ps
NOT-6098: 451.668 ps
NOT-6099: 451.668 ps
INP-61: 587.527 ps
NOT-6100: 441.9 ps
NOT-6101: 441.9 ps
NOT-6102: 609.238 ps
NAND-6103: 399.067 ps
NOT-6104: 387.47 ps
NAND-6105: 292.679 ps
NOT-6106: 281.082 ps
NAND-6107: 216.538 ps
NOT-6108: 204.941 ps
NAND-6109: 393.844 ps
NOT-6110: 382.247 ps
NAND-6111: 250.929 ps
NOT-6112: 239.333 ps
NAND-6113: 138.593 ps
NOT-6114: 126.996 ps
NAND-6115: 151.822 ps
NOT-6116: 140.225 ps
NAND-6117: 252.811 ps
NOT-6118: 241.195 ps
NAND-6119: 177.29 ps
NOT-6120: 165.683 ps
NOT-6121: 468.782 ps
NAND-6122: 480.355 ps
NOT-6123: 468.777 ps
NOT-6124: 468.777 ps
NAND-6125: 470.587 ps
NOT-6126: 459.009 ps
NAND-6127: 494.274 ps
NAND-6131: 491.058 ps
NOT-6135: 459.009 ps
NAND-6136: 470.587 ps
NAND-6137: 487.229 ps
BUFF-614: 450.07 ps
NAND-6141: 487.224 ps
NAND-6145: 477.319 ps
NOT-6148: 469.437 ps
NOT-6149: 480.163 ps
NOT-6150: 474.618 ps
NOT-6151: 485.345 ps
NOT-6152: 479.94 ps
NOT-6153: 490.667 ps
NOT-6154: 437.256 ps
NOT-6155: 447.983 ps
NOT-6156: 442.213 ps
NAND-6157: 453.79 ps
NOT-6158: 447.395 ps
NAND-6159: 458.973 ps
NOT-6160: 452.722 ps
NAND-6161: 464.3 ps
NOT-6162: 485.208 ps
NOT-6163: 496.05 ps
NAND-6164: 475.297 ps
NOT-6165: 463.721 ps
NAND-6166: 487.228 ps
NAND-6170: 487.224 ps
NAND-6174: 477.456 ps
NAND-6177: 483.3 ps
NOT-6181: 458.05 ps
NOT-6182: 458.05 ps
NOT-6183: 448.282 ps
NOT-6184: 448.282 ps
NOT-6185: 457.998 ps
NAND-6186: 469.571 ps
NOT-6187: 458.05 ps
NOT-6188: 458.05 ps
NOT-6189: 448.282 ps
NOT-6190: 448.282 ps
NOT-6191: 450.07 ps
NAND-6192: 463.076 ps
NOT-6193: 455.025 ps
NAND-6194: 466.625 ps
NOT-6195: 249.787 ps
NAND-6196: 544.029 ps
NAND-6199: 538.014 ps
INP-62: 582.346 ps
NOT-6202: 339.373 ps
NOT-6203: 249.951 ps
BUFF-6204: 316.982 ps
BUFF-6207: 590.811 ps
BUFF-6210: 149.793 ps
NOT-6213: 333.823 ps
BUFF-6214: 322.088 ps
NOR-6217: 248.475 ps
BUFF-6220: 590.865 ps
NOT-6223: 515.063 ps
NOT-6224: 508.877 ps
NOT-6225: 515.069 ps
NOT-6226: 515.069 ps
NOT-6227: 515.063 ps
NOT-6228: 508.877 ps
NOT-6229: 515.069 ps
NOT-6230: 515.069 ps
NOT-6231: 333.823 ps
BUFF-6232: 322.088 ps
NOT-6235: 264.007 ps
BUFF-6236: 220.777 ps
NOT-6239: 532.179 ps
NOT-6240: 532.179 ps
NOT-6241: 532.179 ps
NOT-6242: 532.179 ps
NAND-6243: 554.459 ps
NAND-6246: 554.459 ps
NAND-6249: 550.487 ps
BUFF-625: 907.041 ps
NAND-6252: 550.487 ps
NOT-6255: 521.452 ps
NOT-6256: 521.337 ps
NOT-6257: 521.452 ps
NOT-6258: 521.452 ps
NOT-6259: 521.452 ps
NOT-6260: 521.337 ps
NOT-6261: 521.452 ps
NOT-6262: 521.452 ps
NAND-6263: 550.625 ps
NAND-6266: 550.624 ps
NAND-628: 563.396 ps
INP-63: 592.728 ps
NAND-632: 270.982 ps
BUFF-636: 737.151 ps
INP-64: 575.562 ps
NOT-641: 731.402 ps
NOT-642: 603.107 ps
BUFF-643: 919.479 ps
NOT-644: 320.89 ps
INP-65: 596.405 ps
NOT-651: 297.212 ps
NAND-6540: 404.086 ps
NAND-6541: 384.244 ps
NAND-6542: 384.244 ps
NAND-6543: 402.838 ps
NAND-6544: 370.604 ps
NAND-6545: 355.633 ps
NAND-6546: 350.652 ps
NAND-6547: 355.579 ps
NAND-6555: 374.913 ps
NAND-6556: 281.082 ps
NAND-6557: 204.941 ps
NAND-6558: 360.52 ps
NAND-6559: 239.333 ps
NAND-6560: 127.133 ps
NAND-6561: 140.362 ps
NAND-6569: 241.195 ps
BUFF-657: 266.56 ps
NAND-6594: 451.565 ps
NAND-6595: 456.746 ps
NAND-6596: 462.069 ps
NAND-6597: 449.881 ps
NAND-6598: 454.838 ps
NAND-6599: 465.565 ps
INP-66: 540.99 ps
NOT-660: 396.319 ps
NAND-6600: 460.02 ps
NAND-6601: 470.747 ps
NAND-6602: 465.348 ps
NAND-6603: 476.075 ps
NAND-6604: 467.337 ps
NAND-6605: 470.678 ps
NAND-6606: 481.462 ps
NAND-6621: 398.614 ps
NAND-6622: 378.799 ps
NAND-6623: 378.799 ps
NAND-6624: 397.359 ps
NAND-6625: 398.614 ps
NAND-6626: 383.746 ps
NAND-6627: 378.799 ps
NAND-6628: 383.746 ps
NAND-6629: 395.436 ps
NAND-6639: 448.508 ps
NAND-6640: 451.668 ps
NAND-6641: 451.668 ps
NAND-6642: 441.9 ps
NAND-6643: 441.9 ps
NAND-6644: 461.266 ps
NAND-6645: 451.668 ps
NAND-6646: 451.668 ps
NAND-6647: 441.9 ps
NAND-6648: 441.9 ps
NAND-6649: 387.47 ps
NAND-6650: 281.082 ps
NAND-6651: 204.941 ps
NAND-6652: 382.247 ps
NAND-6653: 239.333 ps
NAND-6654: 126.996 ps
NAND-6655: 140.225 ps
NAND-6656: 241.195 ps
NAND-6657: 165.683 ps
NAND-6658: 468.782 ps
NAND-6659: 468.777 ps
NOT-666: 545.667 ps
NAND-6660: 468.777 ps
NAND-6661: 459.009 ps
NAND-6668: 459.009 ps
NAND-6677: 469.437 ps
NAND-6678: 480.163 ps
NAND-6679: 474.618 ps
NAND-6680: 485.345 ps
NAND-6681: 479.94 ps
NAND-6682: 490.667 ps
NAND-6683: 437.256 ps
NAND-6684: 447.983 ps
NAND-6685: 442.213 ps
NAND-6686: 447.395 ps
NAND-6687: 452.722 ps
NAND-6688: 485.208 ps
NAND-6689: 496.05 ps
NAND-6690: 463.721 ps
NAND-6702: 458.05 ps
NAND-6703: 458.05 ps
NAND-6704: 448.282 ps
NAND-6705: 448.282 ps
NAND-6706: 457.998 ps
NAND-6707: 458.05 ps
NAND-6708: 458.05 ps
NAND-6709: 448.282 ps
NAND-6710: 448.282 ps
NAND-6711: 450.07 ps
NAND-6712: 455.025 ps
NOT-672: 711.84 ps
NAND-6729: 515.063 ps
NOT-673: 711.84 ps
NAND-6730: 508.877 ps
NAND-6731: 515.069 ps
NAND-6732: 515.069 ps
NAND-6733: 515.063 ps
NAND-6734: 508.877 ps
NAND-6735: 515.069 ps
NAND-6736: 515.069 ps
NOT-674: 577.862 ps
NAND-6741: 532.179 ps
NAND-6742: 532.179 ps
NAND-6743: 532.179 ps
NAND-6744: 532.179 ps
NAND-6751: 521.452 ps
NAND-6752: 521.337 ps
NAND-6753: 521.452 ps
NAND-6754: 521.452 ps
NAND-6755: 521.452 ps
NAND-6756: 521.337 ps
NAND-6757: 521.452 ps
NAND-6758: 521.452 ps
BUFF-676: 138.593 ps
NOT-6761: 629.327 ps
AND-6762: 473.134 ps
AND-6766: 494.929 ps
AND-6767: 452.443 ps
AND-6768: 443.519 ps
AND-6769: 443.519 ps
AND-6770: 268.293 ps
AND-6771: 259.369 ps
AND-6772: 259.369 ps
AND-6773: 259.369 ps
AND-6774: 239.478 ps
AND-6775: 230.55 ps
AND-6776: 230.55 ps
AND-6777: 155.966 ps
AND-6778: 155.966 ps
AND-6779: 155.966 ps
AND-6780: 127.022 ps
AND-6781: 127.022 ps
AND-6782: 205.019 ps
AND-6783: 227.752 ps
AND-6784: 513.639 ps
AND-6787: 555.587 ps
AND-6788: 526.569 ps
AND-6789: 521.598 ps
AND-6790: 521.598 ps
AND-6791: 589.472 ps
AND-6792: 584.501 ps
AND-6793: 584.501 ps
AND-6794: 584.463 ps
AND-6795: 584.463 ps
AND-6796: 589.414 ps
NOT-6797: 477.276 ps
NOT-6800: 480.63 ps
NOT-6803: 486.851 ps
NOT-6806: 487.088 ps
NOT-6809: 477.682 ps
NOT-6812: 480.841 ps
BUFF-6815: 470.862 ps
BUFF-6818: 470.862 ps
BUFF-682: 459.009 ps
BUFF-6821: 477.32 ps
BUFF-6824: 477.32 ps
BUFF-6827: 470.86 ps
BUFF-6830: 470.86 ps
AND-6833: 396.626 ps
AND-6836: 448.759 ps
AND-6837: 428.806 ps
AND-6838: 428.806 ps
AND-6839: 310.053 ps
AND-6840: 310.053 ps
AND-6841: 310.053 ps
AND-6842: 292.978 ps
AND-6843: 292.978 ps
AND-6844: 233.902 ps
AND-6845: 374.279 ps
AND-6848: 410.305 ps
AND-6849: 382.069 ps
AND-6850: 373.136 ps
AND-6851: 373.136 ps
AND-6852: 268.506 ps
AND-6853: 259.573 ps
AND-6854: 259.573 ps
AND-6855: 259.573 ps
AND-6856: 239.691 ps
AND-6857: 230.754 ps
AND-6858: 230.754 ps
AND-6859: 156.17 ps
AND-6860: 156.17 ps
AND-6861: 156.17 ps
AND-6862: 127.226 ps
AND-6863: 127.226 ps
AND-6864: 205.232 ps
AND-6865: 256.62 ps
AND-6866: 227.965 ps
AND-6867: 407.76 ps
AND-6870: 459.907 ps
AND-6871: 439.954 ps
AND-6872: 439.945 ps
AND-6873: 535.356 ps
AND-6874: 535.346 ps
AND-6875: 535.346 ps
AND-6876: 506.358 ps
AND-6877: 506.349 ps
AND-6878: 535.283 ps
AND-6879: 535.283 ps
AND-688: 491.891 ps
AND-6880: 506.349 ps
AND-6881: 407.973 ps
AND-6884: 429.664 ps
AND-6885: 414.896 ps
AND-6886: 409.915 ps
AND-6887: 409.915 ps
AND-6888: 589.685 ps
AND-6889: 584.704 ps
BUFF-689: 198.174 ps
AND-6890: 584.704 ps
AND-6891: 584.666 ps
AND-6892: 584.666 ps
AND-6893: 589.627 ps
NAND-6894: 404.086 ps
INP-69: 614.081 ps
NAND-6901: 384.244 ps
NAND-6912: 384.244 ps
NAND-6923: 402.838 ps
NAND-6929: 370.604 ps
NAND-6936: 355.633 ps
NAND-6946: 350.652 ps
NOT-695: 301.665 ps
NAND-6957: 355.579 ps
NAND-6967: 316.982 ps
NOT-6968: 305.4 ps
NOT-6969: 590.811 ps
NAND-6970: 374.913 ps
NAND-6977: 281.082 ps
NAND-6988: 204.941 ps
NAND-6998: 360.52 ps
INP-70: 591.997 ps
NAND-700: 467.802 ps
NAND-7006: 239.333 ps
NAND-7020: 127.133 ps
NAND-7036: 140.362 ps
NAND-7049: 241.195 ps
NOT-705: 735.817 ps
NAND-7055: 149.793 ps
NOT-7056: 138.211 ps
AND-7057: 475.158 ps
NOT-706: 603.104 ps
AND-7060: 512.896 ps
AND-7061: 512.896 ps
AND-7062: 512.896 ps
AND-7063: 473.887 ps
AND-7064: 481.058 ps
AND-7065: 481.058 ps
AND-7066: 481.058 ps
AND-7067: 481.058 ps
NAND-7068: 451.565 ps
BUFF-707: 919.479 ps
NAND-7073: 456.746 ps
NAND-7077: 462.069 ps
NOT-708: 320.89 ps
NAND-7080: 449.881 ps
NAND-7086: 454.838 ps
NAND-7091: 460.02 ps
NAND-7095: 465.348 ps
NAND-7098: 467.337 ps
NAND-7099: 470.678 ps
AND-7100: 568.561 ps
AND-7103: 551.827 ps
AND-7104: 551.827 ps
AND-7105: 551.827 ps
AND-7106: 551.827 ps
NAND-7107: 398.614 ps
NAND-7114: 378.799 ps
NAND-7125: 378.799 ps
NAND-7136: 397.359 ps
NAND-7142: 398.614 ps
NAND-7149: 383.746 ps
NOT-715: 297.212 ps
NAND-7159: 378.799 ps
NAND-7170: 383.746 ps
NAND-7180: 395.436 ps
NOT-7187: 590.865 ps
NOT-7188: 487.232 ps
NOT-7191: 487.228 ps
NAND-7194: 448.508 ps
NAND-7198: 451.668 ps
NAND-7202: 441.9 ps
NAND-7205: 461.266 ps
NAND-7209: 451.668 ps
NOT-721: 283.983 ps
NAND-7213: 441.9 ps
BUFF-7216: 477.46 ps
BUFF-7219: 477.46 ps
NAND-7222: 387.47 ps
NAND-7229: 281.082 ps
NAND-7240: 204.941 ps
NAND-7250: 382.247 ps
NAND-7258: 239.333 ps
NOT-727: 396.32 ps
NAND-7272: 126.996 ps
NAND-7288: 140.225 ps
INP-73: 568.037 ps
NAND-7301: 241.195 ps
NAND-7307: 165.683 ps
NAND-7314: 468.782 ps
NAND-7318: 468.777 ps
NAND-7322: 459.009 ps
NOT-7325: 494.274 ps
NOT-7328: 491.058 ps
NOT-733: 564.658 ps
NAND-7331: 459.009 ps
NOT-7334: 487.229 ps
NOT-7337: 487.224 ps
NOT-734: 394.474 ps
BUFF-7340: 477.319 ps
BUFF-7343: 477.319 ps
NAND-7346: 469.437 ps
NAND-7351: 474.618 ps
NAND-7355: 479.94 ps
NAND-7358: 437.256 ps
NAND-7364: 442.213 ps
NAND-7369: 447.395 ps
NAND-7373: 452.722 ps
NAND-7376: 485.208 ps
NAND-7377: 463.721 ps
NOT-7378: 487.228 ps
NOT-7381: 487.224 ps
NOT-7384: 483.3 ps
NAND-7387: 458.05 ps
NAND-7391: 448.282 ps
NAND-7394: 457.998 ps
NAND-7398: 458.05 ps
INP-74: 606.243 ps
NAND-7402: 448.282 ps
BUFF-7405: 477.456 ps
BUFF-7408: 477.456 ps
BUFF-7411: 641.418 ps
BUFF-7414: 644.393 ps
BUFF-7417: 630.595 ps
NOT-742: 361.928 ps
BUFF-7420: 625.937 ps
BUFF-7423: 630.595 ps
BUFF-7426: 641.253 ps
BUFF-7429: 658.43 ps
BUFF-7432: 630.382 ps
BUFF-7435: 625.734 ps
BUFF-7438: 630.382 ps
NAND-7441: 450.07 ps
NAND-7444: 455.025 ps
BUFF-7447: 371.986 ps
BUFF-7450: 392.981 ps
BUFF-7453: 474.648 ps
BUFF-7456: 470.403 ps
BUFF-7459: 524.024 ps
BUFF-7462: 512.293 ps
BUFF-7465: 360.254 ps
BUFF-7468: 381.249 ps
BUFF-7471: 462.917 ps
BUFF-7474: 458.672 ps
NOT-7477: 544.029 ps
NOT-7478: 538.014 ps
BUFF-7479: 402.016 ps
NOT-748: 571.11 ps
BUFF-7482: 434.449 ps
BUFF-7485: 493.502 ps
BUFF-7488: 519.92 ps
NOT-749: 565.928 ps
BUFF-7491: 402.015 ps
BUFF-7494: 434.449 ps
BUFF-7497: 493.502 ps
INP-75: 572.993 ps
BUFF-750: 788.266 ps
BUFF-7500: 519.92 ps
BUFF-7503: 372.152 ps
BUFF-7506: 393.194 ps
BUFF-7509: 460.612 ps
BUFF-7512: 470.607 ps
BUFF-7515: 524.237 ps
BUFF-7518: 512.506 ps
BUFF-7521: 360.42 ps
BUFF-7524: 381.462 ps
BUFF-7527: 448.88 ps
